product_id,product_name,category,sub_category,brand,description,price,cost,stock_quantity,reorder_level,supplier_id,is_discontinued,created_date,last_updated
29,Still Fitness,Sports,Fitness,Swanson Ltd,Attention here talk technology.,715.95,445.85,224,56,6,1,2023-02-01,2026-01-19 16:52:01.270068
30,Black Laptops,Electronics,Laptops,"Strong, Hernandez and Russell",Fear run risk professional.,728.38,353.57,237,96,71,0,2022-05-04,2026-01-06 03:18:55.379521
31,Spend Decor,Home,Decor,Phillips Ltd,Opportunity little day.,710.94,372.87,329,23,30,0,2024-09-28,2026-01-05 01:51:15.686021
32,Something Phones,Electronics,Phones,Howell PLC,Market politics safe such.,766.08,491.37,346,99,28,0,2023-07-05,2026-01-16 00:05:54.961348
33,Energy Phones,Electronics,Phones,Johnson-Gray,Less parent store.,631.11,346.56,1,55,45,0,2023-10-24,2026-01-14 08:04:30.821896
34,Attack Phones,Electronics,Phones,"Hernandez, Watson and Johnson",Book rock fish approach daughter face analysis.,381.12,217.06,357,56,9,0,2022-03-30,2026-01-21 07:59:36.705833
35,Food Decor,Home,Decor,"Armstrong, Flores and Leach",Foreign record much as sport simple.,427.3,308.65,113,63,79,0,2024-11-28,2026-01-11 13:22:45.533485
36,Approach Kitchen,Home,Kitchen,Williams-Ball,Memory worker interview fish.,579.11,381.18,191,92,44,0,2024-05-17,2026-01-17 05:28:37.600800
37,Agreement Laptops,Electronics,Laptops,Clark-Armstrong,Western run east clearly.,262.02,197.02,208,82,73,0,2023-08-09,2026-01-09 09:40:15.034399
38,Building Laptops,Electronics,Laptops,Thomas LLC,Yeah yourself her about relate so.,618.24,287.74,465,90,8,0,2022-11-10,2026-01-07 21:25:23.422564
39,Experience Fitness,Sports,Fitness,"Pena, Cuevas and Jones",Religious change get rock player couple night.,341.75,222.42,398,50,62,0,2023-03-27,2026-01-03 09:52:35.282022
40,Tend Kids,Clothing,Kids,Carter-Allen,Just nice sure wonder low.,666.37,445.43,99,92,37,0,2022-04-10,2026-01-14 00:05:35.521461
41,Material Furniture,Home,Furniture,Schneider-Butler,Happy many style experience.,25.05,15.15,234,68,98,0,2023-03-27,2026-01-10 14:46:32.211434
42,Audience Kitchen,Home,Kitchen,Johnson Group,Grow animal statement drug evidence.,12.97,8.98,178,21,10,1,2023-10-31,2026-01-08 00:05:51.088476
43,Magazine Women,Clothing,Women,Gallegos Ltd,Inside participant laugh.,226.71,159.99,200,43,37,0,2023-06-16,2026-01-15 01:53:08.921992
44,State Fitness,Sports,Fitness,Roach Group,Prevent issue mention two carry.,239.13,131.11,321,43,85,0,2024-06-15,2026-01-10 06:08:31.515705
45,Despite Men,Clothing,Men,Lopez Ltd,Win party assume soon daughter relate born.,325.72,157.32,35,21,95,0,2023-05-07,2026-01-13 22:19:17.601706
46,Data Accessories,Electronics,Accessories,"Stevens, Powell and Jones",Project practice series.,752.52,448.04,346,25,46,0,2023-11-23,2026-01-05 03:41:03.427850
47,Data Accessories,Electronics,Accessories,"West, Gross and Reed",Play serve easy sister both positive.,684.98,383.33,467,72,66,0,2022-04-13,2026-01-06 22:40:04.948796
48,System Men,Clothing,Men,Welch-Guerra,Subject let we economy tend low door.,168.96,79.98,45,69,51,1,2023-08-11,2026-01-11 22:47:15.321022
49,Everything Men,Clothing,Men,Johnson-Rodriguez,Clear tough example next relationship any plant.,404.88,310.05,458,62,59,0,2023-08-03,2026-01-05 20:37:22.779689
50,Whom Indoor,Sports,Indoor,Bennett LLC,Occur leg character without.,890.68,429.32,44,41,76,1,2024-07-05,2026-01-01 11:38:17.900344
51,Modern Furniture,Home,Furniture,Campbell-Smith,For least once effort small similar.,302.54,200.64,431,50,54,0,2022-06-07,2026-01-06 05:46:52.678808
52,First Accessories,Electronics,Accessories,"Taylor, Allen and Shelton",Area maintain south strong.,122.53,75.03,266,43,10,0,2023-09-02,2026-01-19 13:57:50.252305
53,Song Indoor,Sports,Indoor,Gillespie-Hoffman,Work you parent year church.,857.79,445.51,64,20,57,0,2022-02-24,2026-01-14 15:12:43.630781
54,International Laptops,Electronics,Laptops,"Edwards, Carrillo and Levine",Support nothing share respond.,633.88,421.72,384,90,1,0,2023-01-23,2026-01-17 06:35:46.288548
55,Development Women,Clothing,Women,Lynch-Rodriguez,Add federal standard believe general past.,510.48,351.71,331,97,93,0,2022-07-04,2026-01-07 20:37:35.667682
56,Skill Laptops,Electronics,Laptops,Pollard Group,Left them picture lot on. Local better total ask.,804.34,453.92,63,86,74,1,2024-11-18,2026-01-05 02:15:31.525247
57,Than Accessories,Electronics,Accessories,"Bailey, Brown and Gray",Party worker media offer.,257.88,186.19,54,34,65,1,2023-01-20,2026-01-08 23:56:37.557015
58,Those Kids,Clothing,Kids,Santana and Sons,There thus nor. Him two fire only product may.,339.04,188.86,41,95,41,1,2022-05-06,2026-01-13 00:33:43.906400
59,Store Outdoor,Sports,Outdoor,Harris Group,Out a student second mention pull.,489.48,353.47,284,86,6,0,2023-08-03,2026-01-09 02:15:13.774513
60,Improve Furniture,Home,Furniture,"Blankenship, Smith and Yang",Decision indeed matter my whose laugh consider.,481.31,241.98,358,97,28,0,2023-05-09,2026-01-16 08:15:47.987535
61,Chair Fitness,Sports,Fitness,"Howard, Johnson and Jennings",Air easy again.,828.9,471.59,297,81,23,0,2024-09-09,2026-01-17 09:15:01.519705
62,Suggest Kitchen,Home,Kitchen,Gibson Inc,Add other happy maybe another magazine.,820.57,433.79,263,37,22,1,2023-08-29,2026-01-14 01:03:36.579224
63,When Men,Clothing,Men,Beck-Walters,Leader sport still.,56.97,31.72,314,57,69,0,2022-09-17,2026-01-21 01:53:15.805879
64,Memory Men,Clothing,Men,"Blake, Dillon and Williams",Field war visit reason which because.,479.4,332.93,129,31,36,0,2023-07-24,2026-01-05 09:48:36.501076
65,Career Indoor,Sports,Indoor,Young Ltd,Attention PM age none because apply.,644.47,329.14,473,87,96,0,2023-01-26,2026-01-01 02:09:59.427980
66,Day Laptops,Electronics,Laptops,Wallace PLC,Clearly eight respond turn PM.,1052.58,487.1,295,97,91,0,2023-10-19,2026-01-02 19:45:33.777809
67,Few Accessories,Electronics,Accessories,"Warner, Buckley and Johnson",Attention statement result discover air.,126.1,67.63,6,36,5,0,2022-03-04,2026-01-02 09:58:12.275658
68,Smile Laptops,Electronics,Laptops,"Arellano, Cooke and Miller",Energy forget policy record.,903.18,468.87,112,36,17,1,2023-11-24,2026-01-07 04:26:39.593014
69,Physical Indoor,Sports,Indoor,Chambers-Johnson,Brother follow specific career.,602.55,425.99,448,33,32,0,2023-11-22,2026-01-20 01:39:19.191588
70,Mind Men,Clothing,Men,"Patel, Baker and Richards",Defense level within quite.,892.04,449.76,257,31,54,0,2023-02-17,2026-01-16 23:57:43.957262
71,Morning Laptops,Electronics,Laptops,"Byrd, Zimmerman and Jones",Where evening station especially us be.,192.75,130.47,349,27,45,0,2024-01-24,2026-01-04 04:26:33.523772
72,Data Indoor,Sports,Indoor,Pierce LLC,Respond ok would artist cover detail.,385.51,232.5,299,32,79,0,2022-04-21,2026-01-12 22:59:08.651529
73,Inside Men,Clothing,Men,"Morse, Joseph and Gonzalez",Town energy mean impact draw.,647.99,343.47,306,31,54,0,2023-11-29,2026-01-04 15:23:30.463678
74,Into Indoor,Sports,Indoor,"Donovan, Crawford and Shaw",Our choose small tell more.,355.0,192.17,440,40,75,0,2023-12-12,2026-01-10 18:01:36.969959
75,Sometimes Phones,Electronics,Phones,Howard-Gilbert,Rate individual over true.,278.89,135.52,379,89,36,0,2022-07-30,2026-01-19 05:03:21.598888
76,Political Indoor,Sports,Indoor,Rodriguez and Sons,Into offer day attack team ten staff rich.,154.44,85.29,410,45,16,1,2024-12-27,2026-01-08 02:55:34.225850
77,Pay Outdoor,Sports,Outdoor,"Howard, Smith and Hicks",Should into Mrs score government.,412.51,253.04,285,67,54,1,2022-03-15,2026-01-10 12:58:03.940694
78,Training Outdoor,Sports,Outdoor,"Sherman, George and King",Impact middle close total third financial allow.,375.79,194.67,476,39,11,1,2024-09-28,2026-01-14 03:58:37.905812
79,Democrat Kitchen,Home,Kitchen,Harris-Cross,Ready record visit hope develop.,63.66,34.92,398,52,39,0,2023-10-21,2026-01-19 10:48:02.209659
80,Administration Indoor,Sports,Indoor,Carrillo-Moreno,War understand act raise air hand on.,293.57,198.8,156,97,99,0,2022-07-21,2026-01-15 11:25:34.220695
81,Beat Kids,Clothing,Kids,"Valentine, Walsh and Webb",Might end vote world up.,276.35,211.33,331,97,49,0,2022-08-16,2026-01-09 06:59:26.776776
82,Better Outdoor,Sports,Outdoor,"Bell, Young and Fitzgerald",Question try window become leader visit piece.,100.32,69.09,68,75,16,0,2025-01-19,2026-01-14 04:10:04.104053
83,Bring Furniture,Home,Furniture,Mcdonald-Sanchez,Low have yet finally low industry paper.,264.11,131.58,340,37,95,0,2023-06-18,2026-01-20 17:41:14.030633
84,Past Kitchen,Home,Kitchen,"Freeman, Hughes and Terry",Real require onto fast person meet sort maintain.,470.79,338.39,263,85,82,0,2023-12-13,2026-01-18 22:57:47.457550
85,Build Fitness,Sports,Fitness,"Harvey, Myers and Rodriguez",South discussion six body partner.,882.36,475.43,378,99,53,0,2022-04-24,2026-01-08 11:58:27.426110
86,Including Kids,Clothing,Kids,"James, Lopez and Chang",Rule moment eat away dark.,324.16,159.01,43,96,74,1,2024-11-07,2026-01-04 12:46:39.409150
87,Back Furniture,Home,Furniture,Fitzgerald PLC,Agency let investment.,167.72,104.5,122,37,93,0,2024-10-14,2026-01-19 05:14:58.369104
88,Economic Outdoor,Sports,Outdoor,Horn LLC,Day late force item.,845.59,445.04,186,88,31,0,2023-05-15,2026-01-19 18:16:32.876909
89,Effect Women,Clothing,Women,"Ball, Mendez and Smith",Crime no check.,1023.07,474.87,17,50,10,0,2022-04-14,2026-01-12 19:41:40.173222
90,Theory Decor,Home,Decor,Morris-Rodriguez,Morning guess we single song as place.,444.35,266.86,191,54,48,1,2024-02-04,2026-01-19 17:35:24.815995
91,Treat Fitness,Sports,Fitness,"Jordan, Lambert and Rogers",Environment think case prevent ready buy however.,437.91,284.04,169,78,52,0,2024-07-13,2026-01-10 07:06:53.274335
92,Leave Furniture,Home,Furniture,Cox-Sherman,Water dark away issue its.,278.08,183.44,189,92,61,0,2022-06-28,2026-01-15 00:08:57.359603
93,High Indoor,Sports,Indoor,"Harris, Brown and Brady",Car list space large take any.,855.08,465.94,257,68,9,1,2023-02-26,2026-01-15 08:26:08.878778
94,She Women,Clothing,Women,Hudson PLC,Above east past wrong candidate.,98.65,67.6,146,67,3,0,2022-08-19,2026-01-10 07:41:29.941280
95,Must Decor,Home,Decor,"Parks, Walker and Aguilar",Evidence family girl across.,723.17,458.95,44,63,24,1,2023-10-27,2026-01-09 21:11:53.075964
96,Four Women,Clothing,Women,Coleman Ltd,Matter weight term tax another.,644.37,394.33,195,70,39,1,2024-10-23,2026-01-16 03:04:35.785712
97,Exist Men,Clothing,Men,Steele Ltd,The war me add let.,647.85,427.46,232,55,18,0,2024-12-11,2026-01-10 08:57:57.600604
98,Rich Decor,Home,Decor,Johnson Group,Mention population able add.,416.85,296.31,92,69,16,0,2024-07-03,2026-01-09 08:47:32.008069
99,However Accessories,Electronics,Accessories,"Day, Williams and Cantrell",Same any resource we almost.,899.54,477.06,298,45,32,0,2022-10-29,2026-01-20 20:11:08.565119
100,Shoulder Outdoor,Sports,Outdoor,Lang-Gill,All crime at ago. Audience good let.,244.08,153.99,158,47,92,0,2024-08-02,2026-01-13 06:10:31.098858
101,Ever Fitness,Sports,Fitness,Gray and Sons,Office inside store. Certain guy produce.,395.92,209.26,234,48,14,0,2023-03-12,2026-01-11 09:57:25.047803
102,Company Accessories,Electronics,Accessories,Aguilar-Sanchez,Here peace time success true million within.,635.46,324.58,253,87,46,0,2023-10-06,2026-01-07 00:25:44.239992
103,Along Men,Clothing,Men,Ross-Kelley,Investment participant training image.,86.69,44.3,228,31,72,0,2022-04-19,2026-01-03 23:04:03.056783
104,None Furniture,Home,Furniture,Higgins Inc,Financial yourself social source.,220.72,108.51,336,55,95,0,2024-01-13,2026-01-02 13:10:21.239409
105,Require Fitness,Sports,Fitness,"Wright, Thomas and Snyder",Color strong now between heavy.,613.16,399.77,432,83,7,0,2022-03-23,2026-01-10 21:37:20.445453
106,Radio Outdoor,Sports,Outdoor,"Hawkins, Randolph and Velazquez",Travel more skill make start develop.,467.73,323.19,331,23,89,1,2024-12-06,2026-01-06 01:07:12.477653
107,Little Decor,Home,Decor,Miller Ltd,Week employee building soldier.,616.75,411.08,227,79,58,0,2022-12-26,2026-01-12 21:26:40.068042
108,Pattern Indoor,Sports,Indoor,"Smith, Boone and Stephens",Dog get himself.,570.74,342.57,99,79,1,0,2024-12-15,2026-01-11 11:05:48.712196
109,Service Furniture,Home,Furniture,Ortiz-Perez,Case throw painting adult blue.,435.63,324.62,390,100,90,0,2022-11-15,2026-01-12 08:44:16.116662
110,Those Women,Clothing,Women,Dixon LLC,Return possible person role.,632.92,466.55,474,67,42,0,2024-01-17,2026-01-09 10:16:01.602565
111,Next Phones,Electronics,Phones,Walton-Oneill,Recent nor hold degree subject.,799.67,460.78,349,42,94,0,2022-09-19,2026-01-11 21:11:39.059083
112,Case Laptops,Electronics,Laptops,Barnes Inc,Interesting respond news around quite idea.,166.91,97.22,433,44,16,1,2024-12-24,2026-01-17 09:53:47.977745
113,Yes Accessories,Electronics,Accessories,Curtis LLC,Job chair low life enough everyone.,334.45,154.06,354,35,99,0,2022-08-16,2026-01-06 16:02:15.897197
114,Through Fitness,Sports,Fitness,Larson-King,Pay military best both policy wrong.,777.64,404.03,253,41,5,0,2024-03-07,2026-01-03 10:23:25.978535
115,Direction Phones,Electronics,Phones,Perry-Alexander,Common baby surface check movie clearly.,309.61,192.15,363,39,67,1,2024-10-14,2026-01-16 06:54:35.221114
116,Soldier Kids,Clothing,Kids,"Schneider, Frey and Montgomery",Response close trade top hand statement dinner.,34.34,18.26,294,100,63,0,2023-04-16,2026-01-12 20:24:39.171921
117,Energy Furniture,Home,Furniture,"Vega, Green and Gardner",Threat practice growth have.,783.21,360.97,180,47,31,0,2022-05-07,2026-01-20 04:28:48.979126
118,Story Men,Clothing,Men,Boone-Murphy,Remember station citizen subject majority pick.,641.54,321.77,226,49,90,0,2024-03-23,2026-01-16 12:21:28.020578
119,Interesting Men,Clothing,Men,King-Brown,Morning few find wide voice develop there.,304.41,147.23,353,48,46,0,2024-05-04,2026-01-07 06:20:24.698859
120,Consumer Men,Clothing,Men,Cabrera LLC,Firm million them eight. Add involve will skill.,295.67,214.5,179,24,61,1,2024-01-04,2026-01-16 05:48:06.123940
121,Give Phones,Electronics,Phones,Martin Group,First worker seem test fear information.,476.03,277.86,261,43,50,1,2024-10-03,2026-01-11 20:39:30.485363
122,Set Accessories,Electronics,Accessories,Washington Inc,Bar human will.,827.78,404.43,102,68,5,0,2024-03-28,2026-01-06 09:12:53.256172
123,Book Laptops,Electronics,Laptops,Diaz and Sons,Both let dinner dinner in.,110.54,66.72,181,90,29,0,2024-09-25,2026-01-18 21:22:34.283658
124,Dark Laptops,Electronics,Laptops,Ibarra and Sons,Especially fund behavior watch while trial.,688.85,334.78,222,53,69,0,2022-04-17,2026-01-13 03:47:37.189187
125,Run Indoor,Sports,Indoor,Stanton-Martinez,Education wide then. Impact guess thought father.,176.88,104.15,134,36,19,0,2024-02-20,2026-01-14 17:35:44.372482
126,Challenge Kids,Clothing,Kids,"Esparza, Gilbert and Bowers",Possible by story full.,701.35,491.32,82,85,3,0,2023-07-16,2026-01-05 07:36:48.054225
127,Study Kitchen,Home,Kitchen,Johnson Inc,Long word whom actually apply five consider.,803.46,498.58,343,92,20,0,2023-02-28,2026-01-11 19:22:02.294628
128,Never Kids,Clothing,Kids,Clayton-Miller,Cold while third operation.,797.96,479.39,193,43,80,0,2024-03-08,2026-01-21 00:59:31.527334
129,Girl Women,Clothing,Women,Bowers-Green,Thing just popular subject create security.,695.86,329.76,124,81,32,0,2023-03-09,2026-01-20 16:01:24.627089
130,Course Accessories,Electronics,Accessories,Archer-Vaughn,Only decade well million at director.,53.74,32.43,406,82,36,0,2023-01-24,2026-01-19 16:41:27.099917
131,Buy Men,Clothing,Men,Farley Ltd,Question cultural store hundred conference.,388.58,245.36,438,91,40,0,2022-11-27,2026-01-02 15:11:46.873689
132,Instead Furniture,Home,Furniture,Johnson Group,Even meet key fact large peace crime.,22.18,11.71,112,69,23,1,2024-10-29,2026-01-17 22:51:44.604652
133,Who Accessories,Electronics,Accessories,Wright LLC,Strong ask care.,746.41,393.35,117,93,93,1,2024-04-21,2026-01-16 07:18:35.005084
134,Trouble Kitchen,Home,Kitchen,"Paul, Rowland and Barnes",Thought institution huge investment.,71.07,36.31,404,80,6,0,2024-10-18,2026-01-15 21:09:53.078924
135,Debate Kitchen,Home,Kitchen,Smith-Medina,Entire break two bill there.,578.54,286.5,479,100,85,0,2024-05-12,2026-01-02 08:34:48.596648
136,Mission Furniture,Home,Furniture,Simmons-Wang,Manager list trade up loss career front.,422.63,216.92,36,29,73,0,2024-05-05,2026-01-05 11:14:00.754958
137,Common Kitchen,Home,Kitchen,Casey PLC,Mr poor lot but onto.,252.77,139.45,343,31,74,1,2024-06-18,2026-01-20 13:25:21.837228
138,Court Kids,Clothing,Kids,Hendricks-Sandoval,Plan organization education plan study.,293.81,163.92,183,43,8,1,2023-06-19,2026-01-06 02:16:13.618604
139,And Phones,Electronics,Phones,Allen Ltd,Everybody huge only hospital whether accept town.,20.31,13.99,499,40,86,0,2023-08-15,2026-01-18 07:53:34.231319
140,Agreement Accessories,Electronics,Accessories,"Rios, Young and Clark",Son laugh by trade guess coach material.,758.16,434.1,69,31,20,0,2022-02-17,2026-01-05 04:47:49.554688
141,Fill Phones,Electronics,Phones,Smith-Martinez,Stay outside rest address few every.,569.15,287.93,220,99,52,1,2022-05-28,2026-01-13 04:13:10.892824
142,Prove Indoor,Sports,Indoor,Hall-Henry,Various necessary here once discover.,49.64,22.99,242,47,10,0,2023-08-22,2026-01-19 00:59:29.665779
143,Teach Indoor,Sports,Indoor,"Johnson, Jackson and Perez",Nothing into effort end.,674.36,447.13,408,97,99,0,2022-11-30,2026-01-01 15:43:59.117511
144,Center Women,Clothing,Women,Herrera-Ware,Measure party hard still two tonight success.,625.19,327.76,14,78,44,1,2024-04-01,2026-01-08 22:42:41.604448
145,Energy Indoor,Sports,Indoor,"Thomas, Hunt and Owens",Those wear radio fast decide program.,229.39,122.43,106,100,88,0,2022-12-28,2026-01-02 13:03:18.614452
146,Range Men,Clothing,Men,"Sanchez, White and Dawson",American collection back draw after provide bit.,566.25,303.3,195,62,40,0,2024-05-07,2026-01-06 03:07:35.961046
147,So Accessories,Electronics,Accessories,Hunter Group,Arrive college process let.,677.79,337.7,326,62,24,0,2024-01-17,2026-01-21 12:11:55.221600
148,Customer Phones,Electronics,Phones,Wright and Sons,Well remain evening coach. Nearly bar view name.,38.9,27.61,35,65,4,0,2024-01-15,2026-01-06 10:29:32.617483
149,Hope Indoor,Sports,Indoor,Bonilla-Bernard,Program travel anything some.,217.29,139.78,327,78,37,1,2024-06-30,2026-01-13 13:01:55.485733
150,Perform Accessories,Electronics,Accessories,Vasquez-Miranda,Middle approach approach mind light already.,42.39,29.72,495,91,60,1,2023-11-16,2026-01-11 11:08:03.458835
151,Force Kitchen,Home,Kitchen,"Scott, Miller and Stephens",Common one seat also.,545.53,274.65,254,71,39,1,2023-01-13,2026-01-11 13:55:57.498257
152,It Indoor,Sports,Indoor,"Chapman, Kennedy and Hubbard",Thing or show environment mind.,611.37,442.98,417,45,50,0,2023-08-20,2026-01-12 06:42:38.731499
153,Can Fitness,Sports,Fitness,Sanchez LLC,High go type find room well professional guess.,758.5,495.35,169,24,3,1,2023-08-27,2026-01-21 12:18:41.135241
154,Ahead Women,Clothing,Women,"Thomas, Brooks and Graham",But those contain eat the. Blue food voice.,240.95,160.79,101,24,76,1,2023-07-20,2026-01-11 22:48:47.972661
155,Speech Decor,Home,Decor,Flores-Maxwell,Improve argue most agreement your.,317.31,216.18,237,76,11,0,2023-08-17,2026-01-13 08:46:26.291564
156,Energy Furniture,Home,Furniture,Tucker-Monroe,Hair network spring cold safe can.,470.98,286.81,164,46,7,0,2024-02-10,2026-01-14 18:54:13.850736
157,Reveal Fitness,Sports,Fitness,Thompson PLC,Since they least light against.,14.58,8.94,56,40,68,0,2024-01-21,2026-01-20 16:55:52.280500
158,Single Indoor,Sports,Indoor,Martinez and Sons,Notice imagine small company side tough bar.,570.58,338.84,120,30,41,0,2023-06-23,2026-01-09 03:02:49.005026
159,Section Decor,Home,Decor,Parks and Sons,Recent treat interesting card past.,425.58,199.77,211,75,32,0,2024-10-28,2026-01-16 10:42:05.424432
160,Itself Kitchen,Home,Kitchen,Meyer-Buchanan,May finish wall dog good friend mean herself.,940.69,437.96,149,48,40,0,2024-06-28,2026-01-05 08:40:27.418935
161,Start Laptops,Electronics,Laptops,"Barnes, Miller and Cruz",Good my present strategy evening.,509.92,307.93,475,97,76,0,2024-12-26,2026-01-10 07:40:40.443311
162,Vote Kids,Clothing,Kids,Costa-Hubbard,Case we prevent discuss suddenly his.,724.4,472.65,296,77,37,0,2022-02-08,2026-01-01 11:06:08.577189
163,Bill Kitchen,Home,Kitchen,"Norton, Taylor and Rodriguez",Project mind box conference.,240.42,135.58,346,91,22,0,2022-07-15,2026-01-11 01:23:31.687126
164,Senior Men,Clothing,Men,"Powell, Shea and Vaughn",Leave morning morning.,522.84,298.69,65,97,93,1,2022-06-22,2026-01-04 19:46:48.528031
165,Official Kids,Clothing,Kids,Thomas Ltd,Indicate record enter expert.,598.32,336.16,394,86,75,0,2023-01-24,2026-01-08 21:21:37.580505
166,Break Phones,Electronics,Phones,"Moore, Guerrero and Hall",Rate civil hotel tend energy.,180.29,83.06,457,93,58,0,2023-09-04,2026-01-12 14:10:26.140172
167,Push Accessories,Electronics,Accessories,Guerrero-Walker,Put stock party.,188.35,90.8,389,25,62,0,2024-11-11,2026-01-03 00:51:47.022158
168,Condition Decor,Home,Decor,"Daniels, Larson and Ross",Have stand world want similar figure.,276.05,177.14,363,72,48,0,2024-03-06,2026-01-06 16:25:50.160011
169,Whatever Fitness,Sports,Fitness,"Atkins, Martin and Shaw",Serve nature space range easy.,140.6,70.3,19,51,2,0,2023-06-20,2026-01-14 17:05:21.230142
170,Mrs Kitchen,Home,Kitchen,Lawson Group,Magazine TV product finally why.,589.13,285.51,195,28,19,0,2022-04-25,2026-01-01 10:34:03.216864
171,Maybe Phones,Electronics,Phones,Miller-Crawford,Religious certain itself.,147.29,75.01,182,33,18,0,2025-01-15,2026-01-07 11:46:35.213233
172,Him Kids,Clothing,Kids,Schmidt and Sons,Brother find west fact cover same turn month.,692.11,432.57,201,65,68,1,2023-11-25,2026-01-08 00:12:42.668894
173,Last Women,Clothing,Women,Hughes LLC,Surface culture from late amount art offer.,546.99,293.26,429,80,1,1,2022-03-25,2026-01-02 17:29:59.457059
174,Series Accessories,Electronics,Accessories,Powell-Donaldson,Call herself peace.,659.37,306.69,133,66,71,0,2024-07-27,2026-01-14 01:46:17.338107
